wavelength [um],"Bulb Spectra, No background"
0.538444,19188.8
0.538478,19199.2
0.538512,19110
0.538546,19226.4
0.53858,19203.6
0.538615,19166
0.538649,19209.6
0.538683,19102
0.538717,19186.8
0.538751,19116.4
0.538786,19122.4
0.53882,19236.8
0.538854,19222.8
0.538888,19206.4
0.538922,19137.2
0.538956,19168.8
0.538991,19101.6
0.539025,19195.6
0.539059,19287.6
0.539093,19185.2
0.539127,19145.6
0.539161,19129.2
0.539196,19158.8
0.53923,19234
0.539264,19118
0.539298,19096
0.539332,19194.4
0.539366,19262.4
0.539401,19244.4
0.539435,19286.8
0.539469,19339.2
0.539503,19357.2
0.539537,19204.8
0.539571,19358
0.539606,19322.8
0.53964,19236.8
0.539674,19320.4
0.539708,19275.6
0.539742,19313.6
0.539776,19347.2
0.53981,19263.6
0.539845,19351.6
0.539879,19283.2
0.539913,19333.6
0.539947,19328.4
0.539981,19335.2
0.540015,19393.6
0.540049,19256.8
0.540084,19236.4
0.540118,19355.6
0.540152,19256.4
0.540186,19314.8
0.54022,19372
0.540254,19371.6
0.540288,19462.8
0.540323,19306
0.540357,19432.8
0.540391,19370.4
0.540425,19351.2
0.540459,19317.2
0.540493,19379.6
0.540527,19372
0.540562,19374
0.540596,19467.6
0.54063,19378
0.540664,19265.6
0.540698,19412
0.540732,19425.2
0.540766,19293.6
0.5408,19338.4
0.540835,19392.4
0.540869,19376
0.540903,19324
0.540937,19460
0.540971,19318
0.541005,19461.2
0.541039,19476
0.541073,19308
0.541107,19390
0.541142,19454.4
0.541176,19425.2
0.54121,19379.6
0.541244,19338
0.541278,19388.8
0.541312,19432.8
0.541346,19363.6
0.54138,19485.2
0.541414,19400
0.541449,19458
0.541483,19416
0.541517,19347.6
0.541551,19427.2
0.541585,19360
0.541619,19335.2
0.541653,19525.6
0.541687,19428
0.541721,19379.6
0.541755,19369.6
0.54179,19302.4
0.541824,19450.8
0.541858,19364
0.541892,19408.4
0.541926,19393.2
0.54196,19289.2
0.541994,19505.6
0.542028,19614.8
0.542062,19448.8
0.542096,19462.8
0.54213,19515.2
0.542165,19528.8
0.542199,19574.8
0.542233,19413.6
0.542267,19490.8
0.542301,19433.6
0.542335,19550.8
0.542369,19480.8
0.542403,19536.4
0.542437,19519.2
0.542471,19414
0.542505,19581.2
0.542539,19443.6
0.542573,19438.8
0.542608,19418.8
0.542642,19465.2
0.542676,19494.8
0.54271,19584.4
0.542744,19517.2
0.542778,19528.8
0.542812,19498.8
0.542846,19678.4
0.54288,19620.8
0.542914,19512.8
0.542948,19496.4
0.542982,19505.6
0.543016,19529.2
0.54305,19608.4
0.543084,19558.4
0.543118,19535.2
0.543153,19553.2
0.543187,19481.6
0.543221,19654.8
0.543255,19608.8
0.543289,19562.8
0.543323,19644.4
0.543357,19583.2
0.543391,19716
0.543425,19634.4
0.543459,19564
0.543493,19684.4
0.543527,19651.2
0.543561,19640.4
0.543595,19610
0.543629,19724.8
0.543663,19636
0.543697,19729.2
0.543731,19587.6
0.543765,19586.4
0.543799,19663.2
0.543833,19807.6
0.543867,19652.8
0.543902,19703.2
0.543936,19690.4
0.54397,19736.4
0.544004,19696.4
0.544038,19695.6
0.544072,19806.8
0.544106,19798.8
0.54414,19709.6
0.544174,19708.8
0.544208,19823.6
0.544242,19798.4
0.544276,19730
0.54431,19746.8
0.544344,19733.6
0.544378,19870
0.544412,19820
0.544446,19833.2
0.54448,19762.4
0.544514,19853.6
0.544514,19930
0.544549,19991.6
0.544583,19900
0.544618,19973.6
0.544652,19918
0.544687,20040.8
0.544721,19912.4
0.544756,19994.4
0.544791,19983.6
0.544825,20045.6
0.54486,19898
0.544894,19985.2
0.544929,19974.4
0.544963,19830.4
0.544998,19978.4
0.545032,20039.2
0.545067,19948
0.545101,19966
0.545136,19941.6
0.54517,20095.2
0.545205,19967.2
0.545239,19965.6
0.545274,19899.6
0.545308,19926.4
0.545343,19955.6
0.545378,19928.8
0.545412,19886
0.545447,19952.8
0.545481,19931.2
0.545516,19928.8
0.54555,19912.8
0.545585,19976.4
0.545619,19924.8
0.545654,19920
0.545688,19978.4
0.545723,19914
0.545757,20025.2
0.545792,19877.2
0.545826,19897.2
0.545861,19841.2
0.545895,19944.4
0.54593,19838.8
0.545964,19920.8
0.545999,19918.4
0.546033,19892.8
0.546068,19863.2
0.546102,19908
0.546137,19905.6
0.546171,19903.6
0.546206,19920.8
0.54624,19892
0.546275,19842
0.546309,19979.2
0.546344,19916
0.546378,19919.6
0.546413,19935.2
0.546447,19834.4
0.546482,19902.4
0.546516,19846.4
0.546551,19923.2
0.546585,19826.4
0.54662,19904.8
0.546654,19947.6
0.546689,19941.2
0.546723,19921.2
0.546758,19920.4
0.546792,19894
0.546827,19862.8
0.546861,19892.8
0.546896,19990
0.54693,19930.8
0.546965,19905.2
0.546999,19877.6
0.547034,19950.4
0.547068,19966
0.547103,19921.2
0.547137,19902
0.547172,19972
0.547206,19840.4
0.547241,19928.4
0.547275,19862.4
0.54731,19783.6
0.547344,19858.4
0.547379,19906.8
0.547413,19915.6
0.547448,19959.6
0.547482,19814
0.547516,19868.8
0.547551,19937.6
0.547585,19966.8
0.54762,19991.2
0.547654,19906
0.547689,19889.2
0.547723,19852.8
0.547758,19924.8
0.547792,19953.6
0.547827,19963.2
0.547861,19976.4
0.547896,19909.2
0.54793,20037.6
0.547965,20041.2
0.547999,19835.6
0.548034,19914.4
0.548068,19904.4
0.548102,19870.8
0.548137,20014
0.548171,19984.4
0.548206,19884
0.54824,20014
0.548275,20016.8
0.548309,20073.6
0.548344,19884
0.548378,19950
0.548413,19959.6
0.548447,19944.4
0.548481,19936.8
0.548516,19874.8
0.54855,19916.8
0.548585,19970
0.548619,19991.6
0.548654,20035.2
0.548688,20039.2
0.548723,20100
0.548757,19962
0.548791,19961.2
0.548826,20144
0.54886,20014.4
0.548895,19964.8
0.548929,20026.8
0.548964,19964
0.548998,19939.6
0.549033,20028.8
0.549067,20114.8
0.549101,20003.2
0.549136,20009.6
0.54917,20109.2
0.549205,20025.2
0.549239,19962.4
0.549274,19925.6
0.549308,19951.2
0.549342,19898.4
0.549377,20065.6
0.549411,20021.6
0.549446,19976.4
0.54948,20054.4
0.549515,19998
0.549549,19930
0.549583,19978.8
0.549618,20012.8
0.549652,19929.6
0.549687,19996.8
0.549721,20029.6
0.549756,19914.8
0.54979,19990.4
0.549824,19946
0.549859,20004.4
0.549893,20092
0.549928,19919.2
0.549962,19977.2
0.549997,20040.8
0.550031,19974.8
0.550065,19928.8
0.5501,19936.4
0.550134,20061.6
0.550169,19946.8
0.550203,19984.4
0.550237,20033.6
0.550272,20045.6
0.550306,19940.8
0.550341,20075.6
0.550375,19964.4
0.550409,20030
0.550444,19931.2
0.550478,20008.4
0.550513,20096.8
0.550547,19924.8
0.550581,19988.8
0.550616,19934.4
0.55065,19980
0.550685,20055.2
0.550719,20023.6
0.550753,20040.8
0.550788,20019.6
0.550822,19979.6
0.550857,20047.2
0.550891,20083.2
0.550925,19988
0.55096,20079.6
0.550994,19994.4
0.551029,20112.8
0.551063,20000.4
0.551097,19951.2
0.551132,19976.8
0.551166,20028.8
0.551201,20069.6
0.551235,19995.2
0.551269,19948.4
0.551304,20068.4
0.551338,20096
0.551372,19978
0.551407,20063.2
0.551441,19898.8
0.551476,20106.4
0.55151,19936.4
0.551544,20047.2
0.551579,20072
0.551613,20079.2
0.551648,20039.6
0.551682,20068
0.551716,20080.4
0.551751,19893.6
0.551785,20005.6
0.551819,20025.2
0.551854,20164.8
0.551888,20084.4
0.551922,20039.2
0.551957,20222.8
0.551991,20079.6
0.552026,20122.8
0.55206,20078.8
0.552094,20119.6
0.552129,20098
0.552163,20092
0.552197,20044.4
0.552232,20042
0.552266,19997.2
0.5523,19969.6
0.552335,20044.4
0.552369,19976.8
0.552404,20107.6
0.552438,20054
0.552472,20111.2
0.552507,20123.2
0.552541,20056.4
0.552575,20058.4
0.55261,20184.4
0.552644,20054.8
0.552678,20166
0.552713,20053.2
0.552747,20043.2
0.552781,20116.8
0.552816,20032
0.55285,20084.4
0.552884,20094
0.552919,19975.6
0.552953,20103.6
0.552988,20042.4
0.553022,20082
0.553056,20016
0.553091,19974.4
0.553125,20145.6
0.553159,20046.4
0.553194,20014.8
0.553228,20053.2
0.553262,20134.8
0.553297,20201.2
0.553331,20008.8
0.553365,20052.8
0.5534,20112.4
0.553434,20054
0.553468,20183.6
0.553503,20104
0.553537,20157.6
0.553571,20001.2
0.553606,20097.6
0.55364,20145.2
0.553674,20176
0.553709,20140.4
0.553743,20108.4
0.553777,20043.6
0.553811,20072
0.553846,20111.6
0.55388,19960.4
0.553914,20134
0.553949,20084
0.553983,20242.8
0.554017,20159.2
0.554052,20204.8
0.554086,20214
0.55412,20182.8
0.554155,20103.6
0.554189,20156.4
0.554223,20186
0.554258,20102
0.554292,20198.4
0.554326,20220.8
0.554361,20186.4
0.554395,20180.8
0.554429,20075.6
0.554463,20116
0.554498,20197.6
0.554532,20152.4
0.554566,20152.4
0.554601,20273.6
0.554635,20125.6
0.554669,20159.6
0.554704,20083.6
0.554738,20181.2
0.554772,20197.2
0.554806,20185.2
0.554841,20230
0.554875,20146
0.554909,20212
0.554944,20274.8
0.554978,20295.6
0.555012,20139.6
0.555047,20106.4
0.555081,20214.4
0.555115,20328.4
0.555149,20066
0.555184,20127.2
0.555218,20269.2
0.555252,20224.4
0.555287,20153.2
0.555321,20240
0.555355,20287.6
0.555389,20262
0.555424,20177.6
0.555458,20267.2
0.555492,20282.4
0.555527,20290
0.555561,20186.4
0.555595,20285.6
0.555629,20237.6
0.555664,20292.4
0.555698,20286
0.555732,20211.6
0.555766,20294.8
0.555801,20157.6
0.555835,20176.8
0.555869,20256.4
0.555904,20181.6
0.555938,20319.6
0.555972,20300
0.556006,20304.4
0.556041,20302.8
0.556075,20331.6
0.556109,20238
0.556143,20215.6
0.556178,20288.4
0.556212,20482.4
0.556246,20323.2
0.55628,20278.4
0.556315,20230.4
0.556349,20244.4
0.556383,20209.2
0.556417,20245.6
0.556452,20354.4
0.556486,20316.4
0.55652,20291.6
0.556555,20243.2
0.556589,20343.2
0.556623,20419.6
0.556657,20359.2
0.556692,20302.8
0.556726,20340.4
0.55676,20310.8
0.556794,20320.4
0.556829,20412.4
0.556863,20344.8
0.556897,20221.2
0.556931,20405.2
0.556965,20496.8
0.557,20318.8
0.557034,20394
0.557068,20442
0.557102,20410
0.557137,20330.4
0.557171,20403.6
0.557205,20308.4
0.557239,20334
0.557274,20314.4
0.557308,20255.6
0.557342,20293.6
0.557376,20361.6
0.557411,20332.4
0.557445,20366.8
0.557479,20340.4
0.557513,20361.6
0.557548,20431.6
0.557582,20544
0.557616,20338
0.55765,20348.4
0.557684,20386.8
0.557719,20352.4
0.557753,20460
0.557787,20393.6
0.557821,20342.8
0.557856,20329.6
0.55789,20280
0.557924,20340
0.557958,20365.2
0.557992,20382
0.558027,20364.8
0.558061,20522
0.558095,20364
0.558129,20369.2
0.558163,20419.2
0.558198,20351.6
0.558232,20487.6
0.558266,20440.4
0.5583,20370.4
0.558335,20363.6
0.558369,20396.8
0.558403,20444
0.558437,20366.8
0.558471,20376.8
0.558506,20327.2
0.55854,20386.4
0.558574,20420.8
0.558608,20490
0.558642,20482.4
0.558677,20376.8
0.558711,20475.6
0.558745,20498.8
0.558779,20439.2
0.558813,20464
0.558848,20295.6
0.558882,20387.6
0.558916,20431.2
0.55895,20378.8
0.558984,20461.6
0.559019,20409.2
0.559053,20469.6
0.559087,20410.4
0.559121,20463.6
0.559155,20420.4
0.559189,20452
0.559224,20527.6
0.559258,20419.2
0.559292,20570.8
0.559326,20607.6
0.55936,20503.6
0.559395,20592.4
0.559429,20513.2
0.559463,20471.2
0.559497,20586.4
0.559531,20474.8
0.559565,20324.8
0.5596,20485.6
0.559634,20472.4
0.559668,20512.8
0.559702,20495.6
0.559736,20498.8
0.55977,20654
0.559805,20484.8
0.559839,20406.8
0.559873,20533.2
0.559907,20567.6
0.559941,20504.4
0.559975,20517.2
0.56001,20530.8
0.560044,20556.4
0.560078,20594.4
0.560112,20580.4
0.560146,20614
0.56018,20464
0.560215,20543.2
0.560249,20625.6
0.560283,20709.6
0.560317,20676.4
0.560351,20618.4
0.560385,20510.4
0.56042,20637.6
0.560454,20580.8
0.560488,20626
0.560522,20624.4
0.560556,20584.4
0.56059,20617.2
0.560624,20539.6
0.560659,20640.4
0.560693,20638.8
0.560727,20609.6
0.560761,20722.4
0.560795,20645.6
0.560829,20736.4
0.560864,20672
0.560898,20676.4
0.560932,20595.2
0.560966,20644.4
0.561,20611.6
0.561034,20628.8
0.561068,20570
0.561102,20694.8
0.561137,20710.4
0.561171,20590.8
0.561205,20682.8
0.561239,20624.8
0.561273,20735.6
0.561307,20726
0.561341,20687.6
0.561376,20651.6
0.56141,20593.6
0.561444,20748.4
0.561478,20657.2
0.561512,20669.6
0.561546,20669.2
0.56158,20696.4
0.561614,20712
0.561649,20667.6
0.561683,20699.6
0.561717,20545.6
0.561751,20672.4
0.561785,20785.6
0.561819,20850.4
0.561853,20751.6
0.561887,20765.6
0.561922,20789.2
0.561956,20647.6
0.56199,20716
0.562024,20720.8
0.562058,20722
0.562092,20768
0.562126,20713.2
0.56216,20771.6
0.562194,20734.4
0.562228,20750.8
0.562263,20782.4
0.562297,20825.6
0.562331,20652
0.562365,20757.6
0.562399,20758
0.562433,20781.2
0.562467,20860.8
0.562501,20894.4
0.562535,20830.8
0.56257,20868.4
0.562604,20870
0.562638,20725.6
0.562672,20694.4
0.562706,20828
0.56274,20884
0.562774,20759.6
0.562808,20762.8
0.562842,20926.4
0.562876,20829.6
0.56291,20975.2
0.562945,20915.6
0.562979,20838.4
0.563013,20884
0.563047,20847.2
0.563081,20908
0.563115,20982
0.563149,20844.8
0.563183,20798.4
0.563217,20898
0.563251,20879.6
0.563285,20848.8
0.563319,20976.8
0.563354,20908
0.563388,20862.4
0.563422,21018
0.563456,20892.8
0.56349,20862
0.563524,20811.2
0.563558,20966.8
0.563592,21006
0.563626,20864.8
0.56366,20943.6
0.563694,20911.6
0.563728,21061.2
0.563762,21014.8
0.563796,20941.6
0.563831,20988.8
0.563865,20965.2
0.563899,20979.2
0.563933,20992.8
0.563967,20894
0.564001,20853.6
0.564035,20920.4
0.564069,20952.8
0.564103,20926.8
0.564137,21036.8
0.564171,21022
0.564205,21050.8
0.564239,21048.8
0.564273,20966
0.564307,20951.6
0.564341,20877.6
0.564375,21040.4
0.564409,20949.2
0.564444,20988
0.564478,20959.6
0.564512,21050
0.564546,21081.2
0.56458,20919.2
0.564614,21141.6
0.564648,21050.4
0.564682,21051.6
0.564716,20923.6
0.56475,21177.6
0.564784,21072
0.564818,21026
0.564852,21091.2
0.564886,21035.2
0.56492,21014.8
0.564954,21048.8
0.564988,21057.2
0.565022,21056.8
0.565056,21056.8
0.56509,21028
0.565124,21085.6
0.565158,21018.4
0.565192,21111.6
0.565226,21139.2
0.56526,21100.8
0.565294,21079.2
0.565328,21016
0.565362,21068.8
0.565397,21165.2
0.565431,21102.4
0.565465,21160
0.565499,21126.4
0.565533,21093.2
0.565567,20969.6
0.565601,21153.2
0.565635,21070
0.565669,21113.2
0.565703,21190.8
0.565737,21178.4
0.565771,21041.6
0.565805,21170.4
0.565839,21090.4
0.565873,21128
0.565907,21150.4
0.565941,21013.6
0.565975,21046.4
0.566009,21193.6
0.566043,21146.4
0.566077,21190.8
0.566111,21223.6
0.566145,21002.4
0.566179,21241.2
0.566213,21113.2
0.566247,21130.8
0.566281,21066.4
0.566315,21122.8
0.566349,21103.6
0.566383,21198.4
0.566417,21105.2
0.566451,21133.6
0.566485,21168
0.566519,21248.4
0.566553,21118
0.566587,21278.4
0.566621,21158
0.566655,21167.6
0.566689,21262.4
0.566723,21212.8
0.566757,21142.8
0.566791,21194
0.566825,21267.6
0.566859,21210
0.566893,21232.8
0.566927,21310.8
0.566961,21339.6
0.566995,21172.4
0.567028,21253.2
0.567062,21338.4
0.567096,21322
0.56713,21230.8
0.567164,21349.2
0.567198,21265.2
0.567232,21295.2
0.567266,21288.4
0.5673,21345.2
0.567334,21400
0.567368,21176.8
0.567402,21327.6
0.567436,21289.6
0.56747,21428.4
0.567504,21434.4
0.567538,21371.2
0.567572,21290.8
0.567606,21300.4
0.56764,21272.4
0.567674,21338
0.567708,21267.2
0.567742,21342.4
0.567776,21307.6
0.56781,21329.6
0.567844,21406.8
0.567878,21328.8
0.567912,21387.6
0.567946,21344
0.56798,21337.6
0.568013,21410
0.568047,21358.4
0.568081,21319.6
0.568115,21417.2
0.568149,21308.8
0.568183,21424
0.568217,21342.4
0.568251,21363.6
0.568285,21367.6
0.568319,21358
0.568353,21388.4
0.568387,21286.8
0.568421,21358.4
0.568455,21469.2
0.568489,21383.2
0.568523,21388.8
0.568557,21489.6
0.56859,21425.6
0.568624,21431.6
0.568658,21441.6
0.568692,21385.2
0.568726,21462.4
0.56876,21373.6
0.568794,21414.8
0.568828,21434
0.568862,21385.2
0.568896,21491.6
0.56893,21486.4
0.568964,21411.6
0.568998,21481.6
0.569032,21405.6
0.569065,21554.4
0.569099,21420.4
0.569133,21456.8
0.569167,21441.2
0.569201,21377.2
0.569235,21444.8
0.569269,21546.8
0.569303,21441.2
0.569337,21526.8
0.569371,21548.8
0.569405,21386.8
0.569439,21560.8
0.569472,21462.8
0.569506,21447.6
0.56954,21501.2
0.569574,21565.2
0.569608,21572
0.569642,21509.6
0.569676,21547.6
0.56971,21636.4
0.569744,21442
0.569778,21546.8
0.569812,21570.4
0.569845,21562
0.569879,21528.8
0.569913,21508.4
0.569947,21580.8
0.569981,21574
0.570015,21640.4
0.570049,21532
0.570083,21674
0.570117,21632
0.57015,21644
0.570184,21622.4
0.570218,21568
0.570252,21686
0.570286,21710.4
0.57032,21563.2
0.570354,21574.4
0.570388,21612.4
0.570422,21554.8
0.570455,21665.2
0.570489,21634.4
0.570523,21695.2
0.570557,21599.6
0.570591,21653.2
0.570625,21674.8
0.570659,21690.8
0.570693,21609.2
0.570726,21720.8
0.57076,21612.4
0.570794,21655.6
0.570828,21680.8
0.570862,21659.6
0.570896,21663.2
0.57093,21619.6
0.570964,21662.4
0.570997,21656.4
0.571031,21735.2
0.571065,21691.6
0.571099,21790.8
0.571133,21610
0.571167,21664.8
0.571201,21824
0.571235,21805.6
0.571268,21793.6
0.571302,21757.2
0.571336,21739.6
0.57137,21754
0.571404,21786.8
0.571438,21719.6
0.571472,21712.4
0.571505,21754.8
0.571539,21867.6
0.571573,21732.8
0.571607,21807.6
0.571641,21895.2
0.571675,21814.8
0.571708,21736.4
0.571742,21736.4
0.571776,21763.2
0.57181,21756.8
0.571844,21663.6
0.571878,21769.6
0.571912,21815.2
0.571945,21836
0.571979,21822.4
0.572013,21894.8
0.572047,21689.2
0.572081,21858.8
0.572115,21803.6
0.572148,21948.4
0.572182,21764.8
0.572216,21881.2
0.57225,21772.8
0.572284,21964
0.572318,21852
0.572351,21887.2
0.572385,21996.8
0.572419,21964.8
0.572453,21857.2
0.572487,21850.8
0.572521,21884.8
0.572554,21961.2
0.572588,21772.8
0.572622,21877.6
0.572656,21846
0.57269,21859.6
0.572723,21876.4
0.572757,21837.2
0.572791,21930.8
0.572825,21882.8
0.572859,21811.6
0.572893,21969.2
0.572926,21961.2
0.57296,21986.4
0.572994,21908.4
0.573028,22043.6
0.573062,21961.6
0.573095,21980
0.573129,22003.2
0.573163,22068
0.573197,21886.8
0.573231,22002
0.573264,21876.8
0.573298,22013.6
0.573332,22056.4
0.573366,22002
0.5734,22002.4
0.573433,21974.8
0.573467,22006.4
0.573501,22111.2
0.573535,21986.4
0.573569,22005.2
0.573602,22010.4
0.573636,21930
0.57367,21968
0.573704,22057.2
0.573738,21919.2
0.573771,22064.4
0.573805,22059.2
0.573839,21984
0.573873,22047.2
0.573907,22154.4
0.57394,22135.6
0.573974,22046
0.574008,21979.6
0.574042,22102.4
0.574075,22180
0.574109,22123.6
0.574143,21966
0.574177,21946.8
0.574211,22159.2
0.574244,22138.8
0.574278,22100
0.574312,22115.2
0.574346,22083.2
0.574379,22045.6
0.574413,22145.2
0.574447,22066.4
0.574481,22030
0.574515,22048
0.574548,22091.2
0.574582,22058
0.574616,22084.8
0.57465,22136.4
0.574683,22156.8
0.574717,22070.8
0.574751,22046.4
0.574785,22014
0.574818,22131.2
0.574852,22132.4
0.574886,22141.2
0.57492,22060
0.574953,22318.4
0.574987,22211.2
0.575021,21950.4
0.575055,22164
0.575088,22086
0.575122,22189.2
0.575156,22175.2
0.57519,22120.8
0.575223,22175.6
0.575257,22146.4
0.575291,22237.6
0.575325,22162.8
0.575358,22060.4
0.575392,22142.8
0.575426,22206.4
0.57546,22128.8
0.575493,22207.2
0.575527,22084.4
0.575561,22157.6
0.575595,22130.8
0.575628,22174
0.575662,22136
0.575696,22148
0.575729,22259.6
0.575763,22233.2
0.575797,22191.6
0.575831,22288.8
0.575864,22310.8
0.575898,22244.8
0.575932,22250
0.575966,22231.6
0.575999,22172.8
0.576033,22404.8
0.576067,22339.6
0.5761,22291.6
0.576134,22175.6
0.576168,22248.8
0.576202,22448
0.576235,22252.4
0.576269,22360.8
0.576303,22325.2
0.576337,22317.2
0.57637,22284.8
0.576404,22214
0.576438,22340
0.576471,22259.2
0.576505,22472.8
0.576539,22360.8
0.576572,22312
0.576606,22430.4
0.57664,22356.8
0.576674,22192.4
0.576707,22331.2
0.576741,22447.6
0.576775,22320.4
0.576808,22383.6
0.576842,22268.4
0.576876,22431.2
0.57691,22333.6
0.576943,22262.4
0.576977,22375.2
0.577011,22352.8
0.577044,22264.8
0.577078,22428.8
0.577112,22361.6
0.577145,22348.4
0.577179,22362
0.577213,22390.4
0.577246,22453.6
0.57728,22400.4
0.577314,22370.8
0.577348,22379.2
0.577381,22449.2
0.577415,22470.4
0.577449,22474
0.577482,22498.4
0.577516,22441.2
0.57755,22500
0.577583,22394
0.577617,22402
0.577651,22491.2
0.577684,22432
0.577718,22560.8
0.577752,22501.6
0.577785,22576.4
0.577819,22578.8
0.577853,22438.8
0.577886,22432.8
0.57792,22512.8
0.577954,22486.8
0.577987,22538.4
0.578021,22541.2
0.578055,22528.8
0.578088,22506.4
0.578122,22610.4
0.578156,22552.4
0.578189,22622.8
0.578223,22502
0.578257,22570
0.57829,22552.4
0.578324,22504.8
0.578358,22530
0.578391,22406.8
0.578425,22603.6
0.578459,22557.6
0.578492,22587.6
0.578526,22513.6
0.57856,22578.4
0.578593,22635.6
0.578627,22624.8
0.57866,22624.4
0.578694,22509.2
0.578728,22542.4
0.578761,22601.2
0.578795,22578.8
0.578829,22794
0.578862,22684.4
0.578896,22683.6
0.57893,22724
0.578963,22699.2
0.578997,22693.2
0.579031,22581.2
0.579064,22684.8
0.579063,22814.4
0.579097,22951.6
0.579131,22904.8
0.579166,22818.4
0.5792,22827.2
0.579234,22945.6
0.579268,22896.4
0.579302,22954.4
0.579336,22862
0.579371,22930.4
0.579405,22900.8
0.579439,22965.6
0.579473,22976.8
0.579507,22937.2
0.579541,22988.4
0.579576,22870
0.57961,22906
0.579644,22909.6
0.579678,22869.2
0.579712,22859.6
0.579746,22999.6
0.579781,22942.4
0.579815,22912
0.579849,23037.6
0.579883,22882.8
0.579917,22921.6
0.579951,22934.4
0.579986,23002.8
0.58002,23050
0.580054,22954.4
0.580088,22892.8
0.580122,22942.8
0.580156,22935.6
0.58019,22842.8
0.580225,23002.8
0.580259,22914.8
0.580293,22901.6
0.580327,22865.2
0.580361,22840.4
0.580395,22878.8
0.58043,22908.8
0.580464,22952.8
0.580498,22766.8
0.580532,22842.4
0.580566,22993.2
0.5806,22905.6
0.580634,22898
0.580669,22910.4
0.580703,22807.6
0.580737,22800
0.580771,22928.4
0.580805,23033.2
0.580839,22992
0.580873,22885.2
0.580907,22962.8
0.580942,22924.4
0.580976,23009.6
0.58101,22797.2
0.581044,22768.4
0.581078,22888
0.581112,22852.4
0.581146,22892.8
0.581181,22789.2
0.581215,22852.8
0.581249,22859.2
0.581283,22819.6
0.581317,22844.4
0.581351,22942
0.581385,22868.8
0.581419,22925.6
0.581454,22998.8
0.581488,22882.8
0.581522,22967.2
0.581556,23043.2
0.58159,22978.8
0.581624,22825.2
0.581658,22902.8
0.581692,22880
0.581726,22970.4
0.581761,22909.2
0.581795,22793.2
0.581829,22908
0.581863,22859.2
0.581897,22811.6
0.581931,22843.6
0.581965,22868.4
0.581999,22930.4
0.582033,22868
0.582068,22900.4
0.582102,22847.6
0.582136,22903.6
0.58217,22894.4
0.582204,23033.6
0.582238,22787.6
0.582272,22945.2
0.582306,22810.8
0.58234,22796
0.582374,22927.2
0.582409,22904.8
0.582443,22918
0.582477,22873.6
0.582511,22837.6
0.582545,22932.8
0.582579,22807.2
0.582613,22898.8
0.582647,22914
0.582681,22930.4
0.582715,22853.2
0.582749,22838
0.582784,22938.8
0.582818,22786
0.582852,22809.6
0.582886,22988.8
0.58292,22876.4
0.582954,22939.6
0.582988,22982.4
0.583022,22899.6
0.583056,22916
0.58309,22928.4
0.583124,22943.6
0.583158,22940.4
0.583193,22941.6
0.583227,22952
0.583261,22897.2
0.583295,23056.4
0.583329,22888.8
0.583363,23104
0.583397,22886.4
0.583431,22888.4
0.583465,23009.2
0.583499,22873.6
0.583533,22990.8
0.583567,22916.8
0.583601,22983.2
0.583635,22970.8
0.58367,23020
0.583704,22994.8
0.583738,22902
0.583772,23023.2
0.583806,22906.8
0.58384,22970.8
0.583874,22966.8
0.583908,22944.8
0.583942,22911.2
0.583976,23045.2
0.58401,22898.8
0.584044,22989.6
0.584078,22972.4
0.584112,23056.4
0.584146,23028
0.58418,22955.2
0.584214,23073.6
0.584249,22950
0.584283,23057.2
0.584317,22992
0.584351,23075.2
0.584385,23024
0.584419,23094.8
0.584453,23037.6
0.584487,23000
0.584521,23138.8
0.584555,23030
0.584589,22906.8
0.584623,23059.6
0.584657,23075.2
0.584691,23009.2
0.584725,23012.8
0.584759,22920.8
0.584793,23039.2
0.584827,23059.2
0.584861,22972.4
0.584895,22942
0.584929,23062.8
0.584963,23036.8
0.584997,22980
0.585031,23054.8
0.585065,22839.2
0.5851,23064.4
0.585134,23008
0.585168,22935.6
0.585202,22987.2
0.585236,23068.4
0.58527,23066
0.585304,22967.2
0.585338,23078.8
0.585372,22948.4
0.585406,23042.4
0.58544,22953.6
0.585474,23065.6
0.585508,22947.6
0.585542,23017.2
0.585576,23002
0.58561,22903.2
0.585644,23021.6
0.585678,22948.8
0.585712,22989.2
0.585746,23082.8
0.58578,22914.8
0.585814,22953.2
0.585848,23043.2
0.585882,23001.2
0.585916,22988.4
0.58595,23028
0.585984,23066.8
0.586018,23008.4
0.586052,22965.6
0.586086,23114
0.58612,23125.6
0.586154,23040
0.586188,22961.6
0.586222,23060
0.586256,22980.8
0.58629,23087.6
0.586324,23007.2
0.586358,23075.6
0.586392,23008
0.586426,22902.4
0.58646,23058
0.586494,23099.6
0.586528,23118.8
0.586562,23162
0.586596,23154.8
0.58663,22981.2
0.586664,23155.2
0.586698,23103.2
0.586732,23159.6
0.586766,22971.6
0.5868,22932.8
0.586834,22966.8
0.586868,23039.6
0.586902,23016.8
0.586936,23001.2
0.58697,23132.8
0.587004,22990.8
0.587038,22929.6
0.587072,23040
0.587106,23002.4
0.58714,23113.6
0.587174,23134.8
0.587208,23003.6
0.587242,22999.2
0.587276,22992.4
0.58731,23078.8
0.587344,23052.4
0.587378,22994.4
0.587411,22915.2
0.587445,22940.4
0.587479,23009.6
0.587513,22947.2
0.587547,23055.6
0.587581,23072.4
0.587615,22950.4
0.587649,22926
0.587683,23006
0.587717,23057.2
0.587751,22971.2
0.587785,23056.8
0.587819,23046.8
